Sample ID	shannon
#q2:types	numeric
C001	1.24337470558636
C002	2.14363298095572
C003	1.54464259136615
C004	2.29058073277889
C005	3.52282201820238
C006	2.14273151814281
C007	1.80567568058743
C008	2.45971938559627
C010b	1.38746602576788
C011	2.22626488947537
C013	2.48947576347911
C014	0.366009660904051
C015	1.35703306442319
C016	2.11849333174925
C017	2.74244676536663
C018	1.97182335722702
C019	1.80937803198331
C020	0.913878957359807
C021	2.22470741209702
C023	1.88738903710475
C024	2.02782297350487
C025	1.12916070258625
C026	1.81605642205978
C027	3.09668561574404
C028	1.86596846276011
C029	2.67238465635733
C030	2.79993919864995
C032	3.55714636209787
C033	3.12327641883093
C034	1.1699984342688
C035	2.09364288892749
C038	2.24342460646532
C039	2.67931804069163
C040	1.8709174310179
C041	2.02189258375919
C042	1.8014204743718
C043	1.29355627494256
C044	3.19794221915421
C045	2.60072178610879
C046	3.86423185721726
C047	2.05250750451717
C048	1.13667244870353
C049	1.87360022715582
C050	1.53866584808717
C053	3.60596195901597
C054	2.03735046523212
C055	1.46849103656056
C057	1.75586233629949
C058	1.12640607876422
C059	1.76412798391586
C060	3.47002533385255
C061	2.82950433381428
C062	2.48064773597302
C064	3.44180505417548
C065	2.06333872013334
C066	1.82369797546082
C067	2.1141945758167
C069	2.06047689077329
C070	1.28033787402642
C071	1.53974799671676
C072	2.86020010863067
C073	1.68186510070776
C074	2.28183880324358
C076	2.39519198341245
C077	1.66939889070776
C078	0.879650731342387
C080	2.03721206789568
C081	2.75164375880232
C082	1.24760224385809
C083	2.05241453831438
C084	3.08288202685084
C086	2.05162540911155
C087	3.07101143279063
C088	2.36738405993716
C089	1.82629321766245
C090	1.71934275891298
C091	2.77880519452956
C092	2.00927026882082
C093	3.70035840536209
C094	2.29115599557643
C095	0.974370278960306
C096	1.66724654100572
C097	3.32678981531395
C098	1.83919532563927
C099	3.03977461577366
C100	3.50941615706752
C101	1.70568073329479
C102	2.98415093485253
C104	2.35321976162836
C105	1.20968627330625
C106	1.61738997742573
C107	1.82197617061971
C108	1.34671510216493
C109	2.61080350244009
C110	0.0130917474505873
C111	3.91206367050064
C112	0.975768763245606
C113	0.925916009407188
C114	2.00085519431302
C115	1.30298642412727
C116	2.00964381748604
C117	1.31823677568536
C118	0.040307881331481
C119	1.91881417400929
C121	2.83860934445096
C124	2.11764670409576
C125	3.93259565836476
C126	2.68187498902007
C129	2.58475012089091
C130	2.42151563849414
C131	0.636274726044724
